0;250000
0;570000
0;890000
0;1210000
1;1530000
0;1850000
1;2170000
0;2490000
1;2810000
0;3130000
1;3450000
0;3770000
1;4090000
0;4410000
1;4730000
0;5050000
1;5370000
0;5690000
1;6010000
0;6330000
1;6650000
0;6970000
1;7290000
0;7610000
1;7930000
0;8250000
1;8570000
0;8890000
1;9210000
0;9530000
1;9850000
0;10170000
1;10490000
0;10810000
1;11130000
0;11450000
1;11770000
0;12090000
1;12410000
0;12730000
1;13050000
0;13370000
1;13690000
0;14010000
1;14330000
0;14650000
1;14970000
0;15290000
1;15610000
0;15930000
1;16250000
0;16570000
1;16890000
0;17210000
1;17530000
0;17850000
1;18170000
0;18490000
1;18810000
0;19130000
1;19450000
0;19770000
1;20090000
0;20410000
1;20730000
0;21050000
1;21370000
0;21690000
1;22010000
0;22330000
1;22650000
0;22970000
1;23290000
0;23610000
1;23930000
0;24250000
1;24570000
0;24890000
1;25210000
0;25530000
1;25850000
0;26170000
1;26490000
0;26810000
1;27130000
0;27450000
1;27770000
0;28090000
1;28410000
0;28730000
1;29050000
0;29370000
1;29690000
0;30010000
1;30330000
1;30650000
0;30970000
1;31290000
0;31610000
1;31930000
0;32250000
1;32570000
0;32890000
1;33210000
0;33530000
1;33850000
0;34170000
1;34490000
0;34810000
1;35130000
0;35450000
1;35770000
0;36090000
1;36410000
0;36730000
1;37050000
0;37370000
1;37690000
0;38010000
1;38330000
0;38650000
1;38970000
0;39290000
1;39610000
0;39930000
1;40250000
0;40570000
1;40890000
0;41210000
1;41530000
0;41850000
1;42170000
1;42490000
0;42810000
1;43130000
0;43450000
1;43770000
0;44090000
1;44410000
0;44730000
1;45050000
0;45370000
1;45690000
0;46010000
1;46330000
0;46650000
1;46970000
0;47290000
1;47610000
0;47930000
1;48250000
0;48570000
1;48890000
0;49210000
1;49530000
0;49850000
1;50170000
0;50490000
1;50810000
0;51130000
1;51450000
1;51770000
0;52090000
1;52410000
0;52730000
1;53050000
0;53370000
1;53690000
0;54010000
1;54330000
0;54650000
1;54970000
0;55290000
1;55610000
0;55930000
1;56250000
0;56570000
1;56890000
0;57210000
1;57530000
0;57850000
1;58170000
0;58490000
1;58810000
1;59130000
0;59450000
1;59770000
0;60090000
1;60410000
0;60730000
1;61050000
0;61370000
1;61690000
0;62010000
1;62330000
0;62650000
1;62970000
0;63290000
1;63610000
0;63930000
1;64250000
0;64570000
1;64890000
0;65210000
1;65530000
1;65850000
0;66170000
1;66490000
0;66810000
1;67130000
0;67450000
1;67770000
0;68090000
1;68410000
0;68730000
1;69050000
0;69370000
1;69690000
0;70010000
1;70330000
0;70650000
1;70970000
0;71290000
1;71610000
1;71930000
0;72250000
1;72570000
0;72890000
1;73210000
0;73530000
1;73850000
0;74170000
1;74490000
0;74810000
1;75130000
0;75450000
1;75770000
0;76090000
1;76410000
0;76730000
1;77050000
0;77370000
1;77690000
1;78010000
0;78330000
1;78650000
0;78970000
1;79290000
0;79610000
1;79930000
0;80250000
1;80570000
0;80890000
1;81210000
0;81530000
1;81850000
0;82170000
1;82490000
1;82810000
0;83130000
1;83450000
0;83770000
1;84090000
0;84410000
1;84730000
0;85050000
1;85370000
0;85690000
1;86010000
0;86330000
1;86650000
0;86970000
1;87290000
0;87610000
1;87930000
1;88250000
0;88570000
1;88890000
0;89210000
1;89530000
0;89850000
1;90170000
0;90490000
1;90810000
0;91130000
1;91450000
0;91770000
1;92090000
1;92410000
0;92730000
1;93050000
