0;250000
0;570000
0;890000
0;1210000
1;1530000
0;1850000
1;2170000
0;2490000
1;2810000
0;3130000
1;3450000
0;3770000
1;4090000
0;4410000
1;4730000
0;5050000
1;5370000
0;5690000
1;6010000
0;6330000
1;6650000
0;6970000
1;7290000
0;7610000
1;7930000
0;8250000
1;8570000
0;8890000
1;9210000
0;9530000
1;9850000
0;10170000
1;10490000
0;10810000
1;11130000
0;11450000
1;11770000
0;12090000
1;12410000
0;12730000
1;13050000
1;13370000
0;13690000
1;14010000
0;14330000
1;14650000
0;14970000
1;15290000
0;15610000
1;15930000
0;16250000
1;16570000
0;16890000
1;17210000
0;17530000
1;17850000
1;18170000
0;18490000
1;18810000
0;19130000
1;19450000
0;19770000
1;20090000
0;20410000
1;20730000
0;21050000
1;21370000
1;21690000
0;22010000
1;22330000
0;22650000
1;22970000
0;23290000
1;23610000
0;23930000
1;24250000
1;24570000
0;24890000
1;25210000
0;25530000
1;25850000
0;26170000
1;26490000
0;26810000
1;27130000
1;27450000
0;27770000
1;28090000
0;28410000
1;28730000
0;29050000
1;29370000
1;29690000
0;30010000
1;30330000
0;30650000
1;30970000
0;31290000
1;31610000
1;31930000
0;32250000
1;32570000
0;32890000
1;33210000
0;33530000
1;33850000
1;34170000
0;34490000
1;34810000
0;35130000
1;35450000
0;35770000
1;36090000
1;36410000
0;36730000
1;37050000
0;37370000
1;37690000
1;38010000
0;38330000
1;38650000
0;38970000
1;39290000
0;39610000
1;39930000
1;40250000
0;40570000
1;40890000
0;41210000
1;41530000
1;41850000
0;42170000
1;42490000
0;42810000
1;43130000
1;43450000
0;43770000
1;44090000
0;44410000
1;44730000
1;45050000
0;45370000
1;45690000
0;46010000
1;46330000
1;46650000
0;46970000
1;47290000
0;47610000
1;47930000
1;48250000
0;48570000
1;48890000
1;49210000
0;49530000
1;49850000
0;50170000
1;50490000
1;50810000
0;51130000
1;51450000
0;51770000
1;52090000
1;52410000
0;52730000
1;53050000
1;53370000
0;53690000
1;54010000
0;54330000
1;54650000
1;54970000
0;55290000
1;55610000
1;55930000
0;56250000
1;56570000
1;56890000
0;57210000
1;57530000
0;57850000
1;58170000
1;58490000
0;58810000
1;59130000
1;59450000
0;59770000
1;60090000
1;60410000
0;60730000
1;61050000
0;61370000
1;61690000
1;62010000
0;62330000
1;62650000
1;62970000
0;63290000
1;63610000
1;63930000
0;64250000
1;64570000
1;64890000
0;65210000
1;65530000
0;65850000
1;66170000
1;66490000
0;66810000
1;67130000
1;67450000
0;67770000
1;68090000
1;68410000
0;68730000
1;69050000
1;69370000
0;69690000
1;70010000
1;70330000
0;70650000
1;70970000
1;71290000
0;71610000
1;71930000
1;72250000
0;72570000
1;72890000
1;73210000
0;73530000
1;73850000
1;74170000
0;74490000
1;74810000
1;75130000
0;75450000
1;75770000
1;76090000
0;76410000
1;76730000
1;77050000
0;77370000
1;77690000
1;78010000
0;78330000
1;78650000
1;78970000
1;79290000
0;79610000
1;79930000
1;80250000
0;80570000
1;80890000
1;81210000
0;81530000
1;81850000
1;82170000
0;82490000
1;82810000
1;83130000
0;83450000
1;83770000
1;84090000
1;84410000
0;84730000
1;85050000
1;85370000
0;85690000
1;86010000
1;86330000
0;86650000
1;86970000
1;87290000
1;87610000
0;87930000
1;88250000
1;88570000
0;88890000
1;89210000
1;89530000
0;89850000
1;90170000
1;90490000
1;90810000
0;91130000
1;91450000
1;91770000
0;92090000
1;92410000
1;92730000
1;93050000
